"";"PROBEID";"SYMBOL";"ENTREZID";"GENENAME";"logFC";"AveExpr";"t";"P.Value";"adj.P.Val";"B"
"1";"10344707";"Pcmtd1";"319263";"protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1";-0,111539638678265;10,1375252482468;-1,6216326000684;0,134302318071972;0,453482544388062;-5,13533455592217
"2";"10344725";"Adhfe1";"76187";"alcohol dehydrogenase, iron containing, 1";0,0693044360364068;7,94794902292753;0,274826493915589;0,788747175384706;0,926702598632171;-6,34020813018669
"3";"10344750";"Sgk3";"170755";"serum/glucocorticoid regulated kinase 3";-0,71680556883919;9,50478551187294;-7,38126266049983;1,74149030968915e-05;0,00736505276806038;3,34806746098123
"4";"10344817";"Cspp1";"211660";"centrosome and spindle pole associated protein 1";0,0289747182229263;9,42641007101039;0,266789356100365;0,794764612372352;0,928642406256724;-6,34250710683851
"5";"10344837";"Prex2";"109294";"phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2";0,0651456961141541;8,29333688252286;0,257201235694684;0,801961616133791;0,932399866222311;-6,34516168514132
"6";"10344897";"Sulf1";"240725";"sulfatase 1";0,845235738491958;7,00144754167415;6,18134510194133;8,19543016604217e-05;0,0197084895347397;1,90583113663592
"7";"10344924";"Xkr9";"381246";"X-linked Kx blood group related 9";-0,709287817640842;7,18159582626542;-5,77458660524188;0,000144578116675647;0,0207756451544968;1,36669339738874
"8";"10344952";"Rdh10";"98711";"retinol dehydrogenase 10 (all-trans)";-0,093443909015523;11,2440566595235;-0,44535475574034;0,66504681584172;0,883308779858957;-6,27574305981858
"9";"10345058";"Tmem14a";"75712";"transmembrane protein 14A";0,0283329872072233;8,5423231719792;0,19697561633911;0,847583101788797;0,948812029195226;-6,35963690612803
"10";"10345065";"Gsta3";"14859";"glutathione S-transferase, alpha 3";-0,28069074584781;10,5285791674485;-2,12789708203903;0,0577809443363966;0,301655341921008;-4,38700906155337
"11";"10345074";"Cetn4";"207175";"centrin 4";0,590880262130137;5,52504963812608;3,80827359915116;0,00311434319459662;0,0711950077143146;-1,60263477543019
"12";"10345230";"Rab23";"19335";"RAB23, member RAS oncogene family";0,0820554869730046;9,23733478756172;1,00348718192229;0,338046545100738;0,687609705966431;-5,86929568227333
"13";"10345241";"Dst";"13518";"dystonin";0,145886798815349;10,7575080925978;1,46882997754551;0,171002738810803;0,504955543772623;-5,33886042833785
"14";"10345423";"Plekhb2";"226971";"pleckstrin homology domain containing, family B (evectins) member 2";-0,630690649897593;10,3231528426677;-5,21856796230364;0,000326063967672097;0,0250723429687257;0,586844544612968
"15";"10345442";"Hs6st1";"50785";"heparan sulfate 6-O-sulfotransferase 1";-0,305685478647794;10,4880750868424;-3,29296895481944;0,00754424177994932;0,109079849097558;-2,46072072037926
"16";"10345445";"Arid5a";"214855";"AT rich interactive domain 5A (MRF1-like)";-0,167105964584769;9,6618152274838;-1,70895960237646;0,116613761014364;0,425766069890575;-5,01369721177622
"17";"10345482";"Cnnm4";"94220";"cyclin M4";-0,00688858236746803;9,09713119539022;-0,0921296214781564;0,928318006156692;0,975234386816099;-6,37572263008297
"18";"10345656";"Nms";"433292";"neuromedin S";-0,120454611619993;6,92799002327549;-1,31066870769586;0,217734101628777;0,563775798860226;-5,53546901193019
"19";"10345675";"Npas2";"18143";"neuronal PAS domain protein 2";0,27012391649251;8,70815472801365;0,808532915974981;0,43660506068358;0,76053165004049;-6,04313862849261
"20";"10345715";"Map4k4";"26921";"mitogen-activated protein kinase kinase kinase kinase 4";0,051630456557076;11,5252919894335;0,618472370494951;0,549359962190387;0,826775340762499;-6,18047551319459
"21";"10345777";"Il1rl2";"107527";"interleukin 1 receptor-like 2";0,349881184137447;5,9124273066253;2,10706016391084;0,059880577887175;0,30828555084427;-4,41957611961983
"22";"10345824";"Il18rap";"16174";"interleukin 18 receptor accessory protein";0,231321627881802;6,90547588124765;0,927328633304236;0,374447135868776;0,714137247100352;-5,94098619907539
"23";"10345913";"Nck2";"17974";"non-catalytic region of tyrosine kinase adaptor protein 2";0,254252867047633;10,1008816334582;2,6754539764433;0,0222667348397361;0,188566147789098;-3,49791317168558
"24";"10345930";"Tpp2";"22019";"tripeptidyl peptidase II";-0,0259359478396934;11,1171767609076;-0,359480269140179;0,726314649059487;0,908980568471654;-6,31192861049527
"25";"10346000";"Gulp1";"70676";"GULP, engulfment adaptor PTB domain containing 1";0,390869692290298;4,85073395978247;1,28488935212584;0,226274994282921;0,573312828749787;-5,56603015332998
"26";"10346074";"Wdr75";"73674";"WD repeat domain 75";-0,00688054426322893;10,7133536605741;-0,0786146906800744;0,938807659984231;0,978125410474229;-6,37694916698544
"27";"10346164";"Cavin2";"20324";"caveolae associated 2";-0,0812817640739283;7,26878989470679;-0,398883133296534;0,69791970939462;0,898058449588665;-6,29625441643266
"28";"10346191";"Stat1";"20846";"signal transducer and activator of transcription 1";0,158538181832826;11,1694516883247;1,07544872641706;0,306110694624327;0,657988892510996;-5,79731625116755
"29";"10346235";"Hibch";"227095";"3-hydroxyisobutyryl-Coenzyme A hydrolase";0,019427667250465;8,82506922133769;0,197500647070813;0,847182569535735;0,948812029195226;-6,35952715846095
"30";"10346260";"Osgepl1";"72085";"O-sialoglycoprotein endopeptidase-like 1";-0,146184084745194;9,5184601425296;-2,13025516098615;0,0575477895889648;0,301655341921008;-4,3833158633687
"31";"10346298";"Coq10b";"67876";"coenzyme Q10B";-0,103379040006164;10,305468333988;-1,43251510571689;0,180902464547151;0,516009549069288;-5,38533538974161
"32";"10346321";"Gm10561";"628004";"predicted gene 10561";0,30678317693479;4,92931224396517;2,39418126269076;0,0364459625033397;0,237908506582317;-3,96140272438951
"33";"10346330";"Plcl1";"227120";"phospholipase C-like 1";0,0214401405600189;7,23604030711517;0,272694436564346;0,790342064800372;0,926966946813471;-6,34082454710049
"34";"10346348";"Spats2l";"67198";"spermatogenesis associated, serine-rich 2-like";-0,304575313718846;10,2426191186265;-1,93920085695538;0,0796237155166993;0,355106573988679;-4,67710610995037
"35";"10346365";"Sgo2a";"68549";"shugoshin 2A";0,105159446435289;8,04013491902947;0,956406390285795;0,360231467801474;0,704021846322787;-5,91417129014975
"36";"10346374";"Aox1";"11761";"aldehyde oxidase 1";0,17526150044219;10,854455805916;1,13592052329291;0,281090714733819;0,633734063649102;-5,7337732711616
"37";"10346410";"Aox3";"71724";"aldehyde oxidase 3";-0,255643247053847;8,80290403222413;-1,02577713238164;0,32790065061455;0,679264805200806;-5,84743222990968
"38";"10346562";"Cflar";"12633";"CASP8 and FADD-like apoptosis regulator";0,228068208347128;8,27167252355781;1,33584080163064;0,209652489220736;0,553871099841351;-5,50521222383642
"39";"10346564";"Casp8";"12370";"caspase 8";-0,0314317700252111;12,3783811362179;-0,43491507846734;0,672370668822682;0,885984842553287;-6,28054061759727
"40";"10346576";"Stradb";"227154";"STE20-related kinase adaptor beta";-0,0205227439822533;10,2106813234824;-0,206516355786232;0,840311883101666;0,946003284547683;-6,35759737670593
"41";"10346607";"Fzd7";"14369";"frizzled class receptor 7";-0,0570447437623702;9,58990365750629;-0,424253118039057;0,679887456704497;0,890601554919863;-6,28532706799637
"42";"10346651";"Bmpr2";"12168";"bone morphogenetic protein receptor, type II (serine/threonine kinase)";-0,0265406373341062;11,7719890089121;-0,256840242544621;0,802232965409009;0,932399866222311;-6,34525975714661
"43";"10346668";"Fam117b";"72750";"family with sequence similarity 117, member B";0,0148880839593506;10,4626742126488;0,19642557854081;0,848002759736006;0,948812029195226;-6,35975157005735
"44";"10346838";"Pard3b";"72823";"par-3 family cell polarity regulator beta";-0,0296609936018273;8,16974704026817;-0,228335878434127;0,823742455759414;0,938141452529935;-6,35257372624506
"45";"10346843";"Nrp2";"18187";"neuropilin 2";-0,336117645510233;8,9095857952164;-1,20226437162471;0,25550440986796;0,608486569723086;-5,66098162631256
"46";"10346970";"Pikfyve";"18711";"phosphoinositide kinase, FYVE type zinc finger containing";0,0448169873071667;9,66614689658477;0,560916244282238;0,58654890534175;0,841230245035969;-6,21539643252223
